original_article,duplicate_article,link1_length,link2_length,link3_length,link4_length,is circular reporting?
delfi.ee/artikkel/120226037,delfi.ee/artikkel/120226037,1,3,,,FALSE
delfi.ee/artikkel/120237793,delfi.ee/artikkel/120237793,1,2,,,TRUE
delfi.ee/artikkel/120114464,delfi.ee/artikkel/120114464,1,3,,,FALSE
delfi.ee/artikkel/120113728,delfi.ee/artikkel/120113728,1,3,,,FALSE
delfi.ee/artikkel/120346532,delfi.ee/artikkel/120346532,1,3,,,FALSE
delfi.ee/artikkel/120351718,delfi.ee/artikkel/120351718,1,3,,,FALSE
delfi.ee/artikkel/120340499,delfi.ee/artikkel/120340499,1,2,,,TRUE
delfi.ee/artikkel/120340960,delfi.ee/artikkel/120340960,1,3,,,FALSE
delfi.ee/artikkel/120331281,delfi.ee/artikkel/120331281,1,3,,,FALSE
delfi.ee/artikkel/120330683,delfi.ee/artikkel/120330683,1,3,,,FALSE
delfi.ee/artikkel/120304747,delfi.ee/artikkel/120304747,1,2,,,TRUE
delfi.ee/artikkel/120226016,delfi.ee/artikkel/120226016,1,3,,,FALSE
delfi.ee/artikkel/120237515,delfi.ee/artikkel/120237515,1,2,,,TRUE
delfi.ee/artikkel/120137998,delfi.ee/artikkel/120137998,1,3,,,FALSE
delfi.ee/artikkel/120138012,delfi.ee/artikkel/120138012,1,3,,,FALSE
delfi.ee/artikkel/96193269,delfi.ee/artikkel/96193269,1,2,,,TRUE
delfi.ee/artikkel/94875367,delfi.ee/artikkel/94875367,1,3,,,FALSE
delfi.ee/artikkel/94875345,delfi.ee/artikkel/94875345,1,3,,,FALSE
delfi.ee/artikkel/92988139,delfi.ee/artikkel/92988139,1,3,,,FALSE
delfi.ee/artikkel/93101869,delfi.ee/artikkel/93101869,1,3,,,FALSE
err.ee/1609596626,err.ee/1609593899,3,2,,,FALSE
err.ee/1609592405,err.ee/1609587707,3,3,3,2,FALSE
err.ee/1609592405,err.ee/1609588661,3,2,,,FALSE
err.ee/1609590968,err.ee/1609531564,2,3,3,,FALSE
err.ee/1609590968,err.ee/1609544227,2,3,,,FALSE
err.ee/1609589759,err.ee/1609582990,2,3,,,FALSE
err.ee/1609589117,err.ee/1609587707,2,3,,,FALSE
err.ee/1609588508,err.ee/1609560319,3,2,,,FALSE
err.ee/1609588508,err.ee/1609442252,3,3,2,,FALSE
err.ee/1609587911,err.ee/1609502671,3,2,,,FALSE
err.ee/1609587911,err.ee/1609419304,3,3,2,,FALSE
err.ee/1609582495,err.ee/1609522726,2,3,,,FALSE
err.ee/1609586585,err.ee/1609582495,2,3,,,FALSE
err.ee/1609584277,err.ee/1609579303,3,2,,,FALSE
err.ee/1609584031,err.ee/1609502671,2,3,,,FALSE
err.ee/1609584031,err.ee/1609419304,3,3,2,,FALSE
err.ee/1609584031,err.ee/1609485100,3,3,,,FALSE
err.ee/1609583587,err.ee/1609582447,2,3,,,FALSE
err.ee/1609583389,err.ee/1609582447,2,3,,,FALSE
err.ee/1609583215,err.ee/1609577671,3,2,,,FALSE
err.ee/1609582675,err.ee/1609582447,2,3,,,FALSE
err.ee/1609579717,err.ee/1609579705,2,3,,,FALSE
err.ee/1609568356,err.ee/1609442252,3,2,,,FALSE
err.ee/1609567042,err.ee/971318,2,3,,,FALSE
err.ee/1609562887,err.ee/1609422517,2,3,,,FALSE
err.ee/1609563754,err.ee/1609558354,2,3,,,FALSE
err.ee/1609562755,err.ee/1609271655,3,2,,,FALSE
err.ee/1609563628,err.ee/1609561750,2,3,,,FALSE
err.ee/1609559968,err.ee/971318,2,3,,,FALSE
err.ee/1609559392,err.ee/1609466599,2,3,,,FALSE
err.ee/1609557265,err.ee/1609538194,3,2,,,FALSE
err.ee/1609553401,err.ee/1609543222,3,2,,,FALSE
err.ee/1609553065,err.ee/1609538194,3,2,,,FALSE
err.ee/1609552948,err.ee/1609549672,2,3,,,FALSE
err.ee/1609552291,err.ee/1609485289,2,3,,,FALSE
err.ee/1609552063,err.ee/1609549672,2,3,,,FALSE
err.ee/1609551337,err.ee/1609549672,2,3,,,FALSE
err.ee/1609546723,err.ee/1609502548,2,3,,,FALSE
err.ee/1609545346,err.ee/1609544236,2,3,,,FALSE
err.ee/1609544944,err.ee/1609537693,2,3,,,FALSE
err.ee/1609544944,err.ee/1609537489,3,3,,,FALSE
err.ee/1609543264,err.ee/1609468585,3,2,,,TRUE
err.ee/1609543396,err.ee/1609503514,2,3,,,FALSE
err.ee/1609541242,err.ee/1609387772,2,3,3,,FALSE
err.ee/1609541242,err.ee/1609426534,3,2,,,FALSE
err.ee/1609541242,err.ee/1012733,3,2,,,FALSE
err.ee/1609542073,err.ee/1609512421,2,3,3,,FALSE
err.ee/1609539007,err.ee/1609446164,3,2,,,FALSE
err.ee/1609539307,err.ee/1609537222,2,3,,,FALSE
err.ee/1609538944,err.ee/1609416238,3,2,,,FALSE
err.ee/1609538218,err.ee/1609537693,2,3,,,FALSE
err.ee/1609538218,err.ee/1609537489,3,2,,,FALSE
err.ee/1609538218,err.ee/1609536541,2,3,,,FALSE
err.ee/1609535236,err.ee/1609503514,2,3,,,FALSE
err.ee/1609535236,err.ee/1609505020,2,3,,,FALSE
err.ee/1609532839,err.ee/1609524538,3,2,,,FALSE
err.ee/1609522888,err.ee/1609521781,2,3,,,FALSE
err.ee/1609517683,err.ee/1609515019,2,3,,,FALSE
err.ee/1609512685,err.ee/1609511677,3,2,,,FALSE
err.ee/1609510435,err.ee/1609419304,2,3,,,FALSE
err.ee/1609510435,err.ee/1609485100,2,3,,,FALSE
err.ee/1609507459,err.ee/1609385675,2,3,,,FALSE
err.ee/1609506949,err.ee/1609506070,2,3,,,FALSE
err.ee/1609506586,err.ee/1609504018,2,3,,,FALSE
err.ee/1609500547,err.ee/1609500502,3,2,,,FALSE
err.ee/1609496557,err.ee/1609495948,3,2,,,FALSE
err.ee/1609491478,err.ee/1609387772,3,2,,,FALSE
err.ee/1609488004,delfi.ee/artikkel/120325085,2,3,,,TRUE
err.ee/1609486450,err.ee/1609037186,3,2,,,FALSE
err.ee/1609487401,err.ee/1609073951,3,2,,,FALSE
err.ee/1609486231,err.ee/1609441313,3,2,,,FALSE
err.ee/1609485352,err.ee/1609435315,2,3,,,FALSE
err.ee/1609483207,err.ee/1609483198,2,3,,,FALSE
err.ee/1609483207,err.ee/1609483090,3,2,,,FALSE
err.ee/1609475059,err.ee/1609181338,2,3,,,FALSE
err.ee/1609470403,err.ee/1609364366,2,3,,,FALSE
err.ee/1609468564,err.ee/1609441625,3,2,,,FALSE
err.ee/1609468246,err.ee/1609464826,3,2,,,FALSE
err.ee/1609466560,err.ee/1034364,3,2,,,FALSE
err.ee/1609466059,err.ee/1609460279,2,3,3,,FALSE
err.ee/1609466059,err.ee/1609463683,2,3,,,FALSE
err.ee/1609464520,err.ee/1609460279,2,3,,,FALSE
err.ee/1609462503,err.ee/1609419313,2,3,,,FALSE
err.ee/1609449563,err.ee/1609441544,3,3,3,,FALSE
err.ee/1609449416,err.ee/1609441544,3,2,,,FALSE
err.ee/1609449374,err.ee/1609429711,2,3,,,FALSE
err.ee/1609439678,err.ee/1609344030,3,3,,,FALSE
err.ee/1609438055,err.ee/1609427503,2,3,,,FALSE
err.ee/1609438793,err.ee/1609435354,2,3,,,FALSE
err.ee/1609437899,err.ee/1609344030,3,3,3,,FALSE
err.ee/1609437863,err.ee/1609048640,3,2,,,FALSE
err.ee/1609437158,err.ee/1609260918,2,3,,,FALSE
err.ee/1609437110,err.ee/1609434490,3,2,,,FALSE
err.ee/1609437008,err.ee/1609350273,3,2,,,FALSE
err.ee/1609436981,err.ee/1609111280,2,3,,,FALSE
err.ee/1609436282,err.ee/1608910550,2,3,3,,FALSE
err.ee/1609436282,err.ee/1609118600,2,3,,,FALSE
err.ee/1609435999,err.ee/1609328664,3,2,,,FALSE
err.ee/1609434382,err.ee/1609430338,2,3,,,FALSE
err.ee/1609433308,err.ee/1609422817,2,3,,,FALSE
err.ee/1609434169,err.ee/1609433980,2,3,3,,FALSE
err.ee/1609434169,err.ee/1609434163,2,3,,,FALSE
err.ee/1609434166,err.ee/1609433980,2,3,,,FALSE
err.ee/1609433452,err.ee/1608670354,3,2,,,FALSE
err.ee/1609428862,err.ee/1609295514,2,3,,,FALSE
err.ee/1609429702,err.ee/1609423435,2,3,,,FALSE
err.ee/1609429474,err.ee/1609427962,2,3,,,FALSE
err.ee/1609426609,err.ee/1609424149,3,2,,,FALSE
err.ee/1609425685,err.ee/1609424617,2,3,,,FALSE
err.ee/1609425685,err.ee/1609335780,2,3,,,FALSE
err.ee/1609423495,err.ee/1609422517,3,2,,,FALSE
err.ee/1609416574,err.ee/1609319385,2,3,,,TRUE
err.ee/1609414150,err.ee/1609412275,2,3,,,FALSE
err.ee/1609413391,err.ee/1609404772,3,3,,,TRUE
err.ee/1609413205,err.ee/1609412275,3,2,,,FALSE
err.ee/1609410991,err.ee/1609410106,2,3,,,FALSE
err.ee/1609408426,err.ee/1609402411,2,3,,,FALSE
err.ee/1609408408,err.ee/1609405408,2,3,,,FALSE
err.ee/1609404964,err.ee/1609358583,2,3,,,FALSE
err.ee/1609404877,err.ee/1609402411,2,3,,,FALSE
err.ee/1609404277,err.ee/1609402117,3,2,,,FALSE
err.ee/1609401808,err.ee/1609396729,2,3,3,,FALSE
err.ee/1609401808,err.ee/1609397179,2,3,,,FALSE
err.ee/1609400206,err.ee/1609398970,3,2,,,FALSE
err.ee/1609400014,err.ee/1609396729,2,3,,,FALSE
err.ee/1609398523,err.ee/1609391524,2,3,,,FALSE
err.ee/1609398523,err.ee/1609388573,3,2,3,,FALSE
err.ee/1609395475,err.ee/1609388573,2,3,3,,FALSE
err.ee/1609395475,err.ee/1609391524,3,2,,,FALSE
err.ee/1609394461,err.ee/1609388573,3,2,,,FALSE
err.ee/1609392793,err.ee/1609392793,3,3,,,FALSE
err.ee/1609392253,err.ee/1609250577,2,3,,,FALSE
err.ee/1609391461,err.ee/1609369226,3,2,,,FALSE
err.ee/1609389898,err.ee/1609383581,2,3,,,FALSE
err.ee/1609389898,err.ee/1609387058,3,2,,,FALSE
err.ee/1609389898,err.ee/1609384394,3,3,,,FALSE
err.ee/1609389898,err.ee/1609385465,3,3,,,FALSE
err.ee/1609388432,err.ee/1609385858,3,2,,,FALSE
err.ee/1609388432,err.ee/1609385042,3,2,,,FALSE
err.ee/1609387811,err.ee/1609384394,3,2,,,TRUE
err.ee/1609387811,err.ee/1609385465,3,2,,,FALSE
err.ee/1609386689,err.ee/1609342950,2,3,,,FALSE
err.ee/1609386689,err.ee/1609333860,3,3,,,FALSE
err.ee/1609386779,err.ee/1609300293,3,2,,,FALSE
err.ee/1609385762,err.ee/1138041,3,2,,,FALSE
err.ee/1609385147,err.ee/1609383719,2,3,,,FALSE
err.ee/1609385129,err.ee/1609379972,2,3,,,FALSE
err.ee/1609384943,err.ee/1609327746,3,2,,,FALSE
err.ee/1609384091,err.ee/1608743785,3,2,,,FALSE
err.ee/1609379606,err.ee/1608910550,2,3,,,FALSE
err.ee/1609379558,err.ee/1609308588,2,3,,,FALSE
err.ee/1609379558,err.ee/1609071101,3,3,,,FALSE
err.ee/1609372787,err.ee/1609372205,2,3,,,FALSE
err.ee/1609370222,err.ee/1609344030,3,3,2,,FALSE
err.ee/1609369229,err.ee/1609367099,2,3,,,FALSE
err.ee/1609369130,err.ee/1609367735,2,3,,,FALSE
err.ee/1609366148,err.ee/1609365344,2,3,,,FALSE
err.ee/1609364711,err.ee/1609235604,3,2,,,FALSE
err.ee/1609359176,err.ee/1609250577,2,3,,,FALSE
err.ee/1609358583,err.ee/1609268517,2,3,3,,FALSE
err.ee/1609358583,err.ee/1609278201,3,2,,,FALSE
err.ee/1609356879,err.ee/1608966095,2,3,,,FALSE
err.ee/1609356006,err.ee/1609355394,2,3,,,FALSE
err.ee/1609356006,err.ee/1609352331,3,2,,,FALSE
err.ee/1609352136,err.ee/1609345092,2,3,,,FALSE
err.ee/1609352121,err.ee/1609345131,2,3,,,FALSE
err.ee/1609350177,err.ee/1609345092,2,3,,,FALSE
err.ee/1609348272,err.ee/1609342950,3,2,,,FALSE
err.ee/1609348242,err.ee/1609001585,2,3,,,FALSE
err.ee/1609347408,err.ee/1609342950,3,2,,,FALSE
err.ee/1609347060,err.ee/1609342713,2,3,,,FALSE
err.ee/1609345893,err.ee/1609342665,2,3,,,FALSE
err.ee/1609344510,err.ee/1609339650,2,3,,,FALSE
err.ee/1609344510,err.ee/1609309860,3,3,,,FALSE
err.ee/1609341099,err.ee/1609322541,3,2,,,TRUE
err.ee/1609340352,err.ee/1609309860,3,2,,,FALSE
err.ee/1609340196,err.ee/1609309860,2,3,,,FALSE
err.ee/1609339518,err.ee/1609338648,2,3,,,FALSE
err.ee/1609338966,err.ee/1609236657,3,2,,,FALSE
err.ee/1609337205,err.ee/1609313061,2,3,,,FALSE
err.ee/1609333035,err.ee/1609071101,2,3,,,FALSE
err.ee/1609333035,err.ee/1609003745,3,3,,,FALSE
err.ee/1609332987,err.ee/1609203439,2,3,,,FALSE
err.ee/1609332987,err.ee/1609326504,2,3,,,FALSE
err.ee/1609329570,err.ee/1609326339,2,3,3,,FALSE
err.ee/1609329570,err.ee/1609326792,2,3,,,FALSE
err.ee/1609328421,err.ee/1609326339,2,3,3,,FALSE
err.ee/1609328421,err.ee/1609326792,2,3,,,FALSE
err.ee/1609329240,err.ee/1609328421,2,3,,,FALSE
err.ee/1609329102,err.ee/1609327653,2,3,,,FALSE
err.ee/1609328139,err.ee/1609327641,3,2,,,FALSE
err.ee/1609327452,err.ee/1609259115,3,3,2,,FALSE
err.ee/1609327059,err.ee/1609326339,2,3,,,FALSE
err.ee/1609325814,err.ee/1609322541,2,3,,,TRUE
err.ee/1609325814,err.ee/1608937097,3,3,2,,FALSE
err.ee/1609325907,err.ee/1609290744,2,3,,,FALSE
err.ee/1609325907,err.ee/1609297764,3,2,,,FALSE
err.ee/1609324146,err.ee/1609322541,2,3,,,TRUE
err.ee/1609324146,err.ee/1609278576,3,3,,,FALSE
err.ee/1609323684,err.ee/1609278576,2,3,,,FALSE
err.ee/1609323981,err.ee/1609259115,3,2,,,FALSE
err.ee/1609322868,delfi.ee/artikkel/120268990,2,3,,,FALSE
err.ee/1609322961,err.ee/1609322541,3,2,,,TRUE
err.ee/1609322961,err.ee/1608937097,3,3,,,FALSE
err.ee/1609322634,err.ee/1608937097,3,2,,,FALSE
err.ee/1609322541,err.ee/1608929210,3,3,,,FALSE
err.ee/1609322535,err.ee/1609296066,2,3,,,FALSE
err.ee/1609318545,err.ee/1609060106,3,2,,,FALSE
err.ee/1609317189,err.ee/1609312884,2,3,,,FALSE
err.ee/1609317186,err.ee/1609309860,3,2,,,FALSE
err.ee/1609317054,err.ee/1609307604,2,3,,,FALSE
err.ee/1609315776,err.ee/1609312884,3,2,,,FALSE
err.ee/1609315512,err.ee/1609302720,2,3,,,FALSE
err.ee/1609313808,err.ee/1609308816,2,3,,,FALSE
err.ee/1609313670,err.ee/1609274814,3,2,,,FALSE
err.ee/1609311618,err.ee/1608089212,2,3,3,,FALSE
err.ee/1609311618,err.ee/1608950806,2,3,,,FALSE
err.ee/1609310664,err.ee/1609299222,3,2,,,FALSE
err.ee/1609310667,err.ee/1609299222,3,2,,,FALSE
err.ee/1609308588,err.ee/1609003745,2,3,,,FALSE
err.ee/1609307217,err.ee/1609299222,2,3,,,FALSE
err.ee/1609307217,err.ee/1609303464,2,3,,,FALSE
err.ee/1609306965,err.ee/1609266087,2,3,,,FALSE
err.ee/1609306965,err.ee/1609265121,3,3,,,FALSE
err.ee/1609306080,err.ee/1608993710,2,3,,,FALSE
err.ee/1609306080,err.ee/1608993896,3,2,,,FALSE
err.ee/1609305192,err.ee/1609303860,2,3,,,FALSE
err.ee/1609299363,err.ee/1609266951,2,3,,,FALSE
err.ee/1609298250,err.ee/1609294281,3,2,,,FALSE
err.ee/1609297035,err.ee/1609289958,3,2,,,FALSE
err.ee/1609293051,err.ee/1609027397,2,3,,,FALSE
err.ee/1609292007,err.ee/1609291476,3,2,,,FALSE
err.ee/1609291491,err.ee/1609286907,2,3,,,FALSE
err.ee/1609287654,err.ee/1609286907,2,3,,,FALSE
err.ee/1609286043,delfi.ee/artikkel/120278221,3,2,,,FALSE
err.ee/1609285692,err.ee/1609283655,3,2,,,FALSE
err.ee/1609285614,err.ee/1609189561,2,3,,,FALSE
err.ee/1609285614,err.ee/1609188904,3,3,,,FALSE
err.ee/1609283724,err.ee/1609259115,2,3,,,FALSE
err.ee/1609281714,err.ee/1609268517,2,3,,,FALSE
err.ee/1609281003,err.ee/1608930635,2,3,,,FALSE
err.ee/1609280544,err.ee/1609268517,3,2,,,FALSE
err.ee/1609279638,err.ee/1609109237,3,2,,,FALSE
err.ee/1609279638,err.ee/1609179220,3,2,,,FALSE
err.ee/1609279392,err.ee/1212022,3,2,,,FALSE
err.ee/1609278201,postimees.ee/7969758,3,2,,,FALSE
err.ee/1609277610,err.ee/1609274589,3,2,,,FALSE
err.ee/1609277589,err.ee/1609276959,3,2,,,FALSE
err.ee/1609276407,err.ee/1609148374,2,3,,,FALSE
err.ee/1609274952,err.ee/1609269486,2,3,,,FALSE
err.ee/1609274556,err.ee/1609107515,2,3,,,FALSE
err.ee/1609273938,err.ee/1609272765,3,2,,,FALSE
err.ee/1609271829,err.ee/1609256451,3,2,,,FALSE
err.ee/1609271598,err.ee/1609270518,2,3,,,FALSE
err.ee/1609271298,err.ee/1609266957,3,3,,,FALSE
err.ee/1609271298,err.ee/1609266657,3,3,,,FALSE
err.ee/1609271205,postimees.ee/7969758,3,2,,,FALSE
err.ee/1609269603,err.ee/1609265121,3,2,,,FALSE
err.ee/1609265862,err.ee/1609259820,2,3,,,FALSE
err.ee/1609262652,err.ee/1609260462,2,3,,,FALSE
err.ee/1609261047,err.ee/1608955138,2,3,,,FALSE
err.ee/1609255701,err.ee/1609245738,2,3,3,,FALSE
err.ee/1609255917,err.ee/1609236657,3,2,,,FALSE
err.ee/1609255734,err.ee/1609245186,2,3,,,FALSE
err.ee/1609254699,err.ee/1609005515,2,3,,,FALSE
err.ee/1609254615,err.ee/1608089212,2,3,,,FALSE
err.ee/1609254594,err.ee/1609209950,2,3,,,FALSE
err.ee/1609254594,err.ee/1608982400,3,3,,,FALSE
err.ee/1609254594,err.ee/1609213483,2,3,3,,FALSE
err.ee/1609254594,err.ee/1609213577,2,3,,,FALSE
err.ee/1609252977,err.ee/1609250577,2,3,,,FALSE
err.ee/1609249785,err.ee/1609248216,2,3,,,FALSE
err.ee/1609248393,err.ee/1609244973,2,3,,,FALSE
err.ee/1609248276,err.ee/1609247997,2,3,,,FALSE
err.ee/1609245708,err.ee/1609245516,2,3,,,FALSE
err.ee/1609246011,err.ee/1609053875,2,3,,,FALSE
err.ee/1609242981,err.ee/1609242522,2,3,,,FALSE
err.ee/1609239609,err.ee/1609109237,3,2,,,FALSE
err.ee/1609239609,err.ee/1609179220,3,2,,,FALSE
err.ee/1609239609,err.ee/1609002767,3,2,,,FALSE
err.ee/1609238793,err.ee/1608997390,2,3,,,FALSE
err.ee/1609238271,err.ee/1609236657,2,3,3,,FALSE
err.ee/1609238271,err.ee/1609237191,2,3,,,FALSE
err.ee/1609237854,err.ee/1609236657,2,3,3,3,FALSE
err.ee/1609237854,err.ee/1609237389,2,3,3,,FALSE
err.ee/1609237854,err.ee/1609237191,3,3,,,FALSE
err.ee/1609237728,err.ee/1609236657,3,2,,,FALSE
err.ee/1609237692,err.ee/1609234458,3,2,,,FALSE
err.ee/1609237677,err.ee/1609236657,2,3,3,,FALSE
err.ee/1609237677,err.ee/1609237191,3,2,,,FALSE
err.ee/1609237485,err.ee/1609120679,3,2,,,FALSE
err.ee/1609237473,err.ee/1609213009,3,2,,,FALSE
err.ee/1609237389,err.ee/1609236657,2,3,,,FALSE
err.ee/1609237371,err.ee/1609236657,2,3,,,FALSE
err.ee/1609237332,err.ee/1609234368,2,3,,,FALSE
err.ee/1609236390,err.ee/1609210849,2,3,,,FALSE
err.ee/1609235430,err.ee/1609233813,3,2,,,FALSE
err.ee/1609235430,err.ee/1609231926,3,3,,,FALSE
err.ee/1609234797,err.ee/1609233813,2,3,,,FALSE
err.ee/1609235307,err.ee/1609230531,2,3,,,FALSE
err.ee/1609234776,err.ee/1609231926,3,3,,,FALSE
err.ee/1609234485,err.ee/1609234068,2,3,,,FALSE
err.ee/1609232577,err.ee/1609186348,3,2,,,FALSE
err.ee/1609229499,err.ee/1609201828,2,3,,,FALSE
err.ee/1609226997,postimees.ee/7905788,2,3,,,FALSE
err.ee/1609224810,err.ee/1609223385,2,3,,,FALSE
err.ee/1609224027,delfi.ee/artikkel/120253472,3,2,,,FALSE
err.ee/1609223052,err.ee/1153214,2,3,,,FALSE
err.ee/1609223052,err.ee/1608869495,2,3,,,FALSE
err.ee/1609222482,err.ee/1609215358,2,3,,,FALSE
err.ee/1609217428,err.ee/1609215358,3,2,,,FALSE
err.ee/1609216789,err.ee/1609215526,2,3,,,FALSE
err.ee/1609216618,err.ee/1609009865,3,2,,,FALSE
err.ee/1609214776,err.ee/1608982400,3,2,,,FALSE
err.ee/1609214776,err.ee/1609213483,2,3,,,FALSE
err.ee/1609214743,err.ee/1609148374,3,2,3,,FALSE
err.ee/1609211944,err.ee/1609206097,3,2,,,FALSE
err.ee/1609208677,err.ee/1608997357,3,2,,,FALSE
err.ee/1609208674,err.ee/1609206100,2,3,,,FALSE
err.ee/1609203868,err.ee/1609203421,2,3,,,FALSE
err.ee/1609203445,err.ee/1609182448,2,3,,,FALSE
err.ee/1609198888,err.ee/1609159132,3,2,,,FALSE
err.ee/1609195612,err.ee/1609182955,2,3,,,FALSE
err.ee/1609193560,err.ee/1609094273,3,2,,,FALSE
err.ee/1609192540,err.ee/1609187614,2,3,,,FALSE
err.ee/1609192540,err.ee/1609188502,2,3,,,FALSE
err.ee/1609191823,err.ee/1609188904,3,2,,,FALSE
err.ee/1609191493,err.ee/1609042562,2,3,,,FALSE
err.ee/1609190041,err.ee/1609188904,3,2,,,FALSE
err.ee/1609186975,err.ee/1608914054,3,2,,,FALSE
err.ee/1609185520,err.ee/1609182970,2,3,,,FALSE
err.ee/1609184944,err.ee/1609176721,3,2,,,FALSE
err.ee/1609180714,err.ee/1609179460,2,3,,,FALSE
err.ee/1609178917,err.ee/1608331796,2,3,,,FALSE
err.ee/1609178407,err.ee/1609048100,3,2,,,FALSE
err.ee/1609178272,err.ee/1609171528,3,2,,,FALSE
err.ee/1609177333,err.ee/1609136963,3,2,,,FALSE
err.ee/1609175299,err.ee/1609157044,2,3,,,FALSE
err.ee/1609174297,err.ee/1609165336,3,2,,,FALSE
err.ee/1609174297,err.ee/1609169560,3,2,,,FALSE
err.ee/1609173811,err.ee/1608919490,2,3,,,FALSE
err.ee/1609172758,delfi.ee/artikkel/120249573,3,2,,,TRUE
err.ee/1609172161,err.ee/1609165687,2,3,,,FALSE
err.ee/1609169506,err.ee/1609168807,2,3,,,FALSE
err.ee/1609169365,err.ee/1609167769,2,3,,,FALSE
err.ee/1609169308,err.ee/1609163035,3,2,,,FALSE
err.ee/1609166569,delfi.ee/artikkel/120238893,3,2,,,FALSE
err.ee/1609162960,err.ee/1609159333,2,3,,,FALSE
err.ee/1609159510,err.ee/1609149184,2,3,,,FALSE
err.ee/1609159441,err.ee/1609158151,2,3,,,FALSE
err.ee/1609158748,err.ee/1609155811,2,3,,,FALSE
err.ee/1609158682,err.ee/1609155811,3,2,,,FALSE
err.ee/1609157548,err.ee/1609156909,2,3,,,FALSE
err.ee/1609156810,err.ee/1609094324,3,3,,,FALSE
err.ee/1609156810,err.ee/1609095770,2,3,,,FALSE
err.ee/1609150621,err.ee/1609136156,2,3,,,FALSE
err.ee/1609150621,err.ee/1609136450,2,3,,,FALSE
err.ee/1609150381,err.ee/1609136801,2,3,,,FALSE
err.ee/1609148143,err.ee/1609148002,3,2,,,FALSE
err.ee/1609148143,err.ee/1609147297,3,2,,,FALSE
err.ee/1609147570,err.ee/1609147297,3,3,2,,FALSE
err.ee/1609144061,err.ee/1609026146,3,2,,,FALSE
err.ee/1609143230,err.ee/1609142042,2,3,,,FALSE
err.ee/1609141159,err.ee/1609141033,2,3,,,FALSE
err.ee/1609138199,err.ee/1609095401,2,3,,,FALSE
err.ee/1609136738,err.ee/1609134968,2,3,,,FALSE
err.ee/1609136738,err.ee/1609134806,3,2,,,FALSE
err.ee/1609135817,err.ee/1609134806,2,3,,,FALSE
err.ee/1609134818,err.ee/1609132973,3,2,,,FALSE
err.ee/1609132868,err.ee/1609107515,2,3,,,FALSE
err.ee/1609132796,err.ee/1609119329,3,2,,,FALSE
err.ee/1609131926,err.ee/1609127894,2,3,,,FALSE
err.ee/1609126631,err.ee/1608951508,2,3,,,FALSE
err.ee/1609128974,err.ee/1609107515,2,3,,,FALSE
err.ee/1609128281,err.ee/1609126616,2,3,,,FALSE
err.ee/1609128281,err.ee/1609125917,3,3,,,FALSE
err.ee/1609126694,err.ee/1609125917,3,2,,,FALSE
err.ee/1609124855,err.ee/1609120640,2,3,,,FALSE
err.ee/1609122872,err.ee/1609111280,2,3,,,FALSE
err.ee/1609121570,err.ee/1133616,3,2,,,FALSE
err.ee/1609121585,err.ee/1609098752,3,2,,,FALSE
err.ee/1609121522,err.ee/1608282600,3,3,,,FALSE
err.ee/1609118600,postimees.ee/7729164,3,3,,,FALSE
err.ee/1609115261,err.ee/1609114130,3,2,,,FALSE
err.ee/1609114481,err.ee/1609113665,2,3,,,FALSE
err.ee/1609114082,delfi.ee/artikkel/120234987,3,3,,,FALSE
err.ee/1609113629,delfi.ee/artikkel/120232526,2,3,,,FALSE
err.ee/1609113317,err.ee/1609109120,2,3,,,FALSE
err.ee/1609113317,err.ee/1609112960,2,3,,,FALSE
err.ee/1609112690,err.ee/1609111055,3,2,,,FALSE
err.ee/1609110560,err.ee/1609103114,3,3,,,FALSE
err.ee/1609112054,err.ee/1609109624,2,3,,,FALSE
err.ee/1609110209,err.ee/1608402749,2,3,,,FALSE
err.ee/1609109591,err.ee/1609109120,2,3,3,,FALSE
err.ee/1609109591,err.ee/1609109492,3,2,,,FALSE
err.ee/1609109510,err.ee/1609109120,2,3,,,FALSE
err.ee/1609108280,err.ee/1609104929,2,3,,,FALSE
err.ee/1609106768,err.ee/1609077293,3,2,,,FALSE
err.ee/1609105910,err.ee/1609037342,2,3,,,FALSE
err.ee/1609105670,err.ee/1608726409,3,3,,,FALSE
err.ee/1609105670,err.ee/1609077293,3,2,,,FALSE
err.ee/1609104332,err.ee/1608726409,3,2,3,,FALSE
err.ee/1609104332,err.ee/1609006379,3,3,,,FALSE
err.ee/1609104332,err.ee/1609077293,3,2,,,FALSE
err.ee/1609102355,err.ee/1609095206,2,3,,,FALSE
err.ee/1609099616,err.ee/1609096898,2,3,,,FALSE
err.ee/1609099025,err.ee/1609098647,2,3,,,FALSE
err.ee/1609098992,err.ee/1608997108,2,3,3,,FALSE
err.ee/1609098992,err.ee/1609003274,2,3,,,FALSE
err.ee/1609098737,err.ee/1609097996,2,3,,,FALSE
err.ee/1609097816,err.ee/1609096814,2,3,,,FALSE
err.ee/1609097447,err.ee/1609002911,3,3,,,FALSE
err.ee/1609095287,err.ee/1609094657,3,2,,,FALSE
err.ee/1609094573,err.ee/1608712228,2,3,,,FALSE
err.ee/1609094573,err.ee/1609091585,3,2,,,FALSE
err.ee/1609094558,err.ee/1609091585,3,2,,,FALSE
err.ee/1609090946,err.ee/1609077829,2,3,,,FALSE
err.ee/1609090946,err.ee/1609077293,3,3,2,,FALSE
err.ee/1609090946,err.ee/1609072685,3,3,,,FALSE
err.ee/1609090946,err.ee/1608726409,3,2,3,3,FALSE
